Trial_Id,Model,Experiment,Question_Num,Repeat_Num,Anchor_Type,Comparison,Estimate
113,Llama-3.1-8B,Debias,8,1,Low,HIGHER,250000
114,Llama-3.1-8B,Debias,8,2,Low,HIGHER,75000
115,Llama-3.1-8B,Debias,8,3,Low,HIGHER,75000
116,Llama-3.1-8B,Debias,8,4,Low,HIGHER,75000
117,Llama-3.1-8B,Debias,8,5,Low,HIGHER,75000
118,Llama-3.1-8B,Debias,8,6,Low,HIGHER,75000
119,Llama-3.1-8B,Debias,8,7,Low,HIGHER,75000
120,Llama-3.1-8B,Debias,8,8,Low,HIGHER,75000
121,Llama-3.1-8B,Debias,8,1,High,HIGHER,250000
122,Llama-3.1-8B,Debias,8,2,High,HIGHER,250000
123,Llama-3.1-8B,Debias,8,3,High,HIGHER,250000
124,Llama-3.1-8B,Debias,8,4,High,HIGHER,250000
125,Llama-3.1-8B,Debias,8,5,High,HIGHER,250000
126,Llama-3.1-8B,Debias,8,6,High,HIGHER,250000
127,Llama-3.1-8B,Debias,8,7,High,HIGHER,250000
128,Llama-3.1-8B,Debias,8,8,High,HIGHER,250000
129,Llama-3.1-8B,Debias,9,1,Low,HIGHER,130
130,Llama-3.1-8B,Debias,9,2,Low,HIGHER,120
131,Llama-3.1-8B,Debias,9,3,Low,HIGHER,125
132,Llama-3.1-8B,Debias,9,4,Low,HIGHER,125
133,Llama-3.1-8B,Debias,9,5,Low,HIGHER,125
134,Llama-3.1-8B,Debias,9,6,Low,HIGHER,120
135,Llama-3.1-8B,Debias,9,7,Low,HIGHER,125
136,Llama-3.1-8B,Debias,9,8,Low,HIGHER,135
137,Llama-3.1-8B,Debias,9,1,High,HIGHER,550
138,Llama-3.1-8B,Debias,9,2,High,HIGHER,550
139,Llama-3.1-8B,Debias,9,3,High,HIGHER,550
140,Llama-3.1-8B,Debias,9,4,High,HIGHER,550
141,Llama-3.1-8B,Debias,9,5,High,HIGHER,550
142,Llama-3.1-8B,Debias,9,6,High,HIGHER,550
143,Llama-3.1-8B,Debias,9,7,High,HIGHER,550
144,Llama-3.1-8B,Debias,9,8,High,HIGHER,550
145,Llama-3.1-8B,Debias,10,1,Low,HIGHER,35000
146,Llama-3.1-8B,Debias,10,2,Low,HIGHER,42000
147,Llama-3.1-8B,Debias,10,3,Low,HIGHER,35000
148,Llama-3.1-8B,Debias,10,4,Low,HIGHER,35000
149,Llama-3.1-8B,Debias,10,5,Low,HIGHER,35000
150,Llama-3.1-8B,Debias,10,6,Low,HIGHER,35000
151,Llama-3.1-8B,Debias,10,7,Low,HIGHER,35000
152,Llama-3.1-8B,Debias,10,8,Low,HIGHER,35000
153,Llama-3.1-8B,Debias,10,1,High,HIGHER,55000
154,Llama-3.1-8B,Debias,10,2,High,HIGHER,75000
155,Llama-3.1-8B,Debias,10,3,High,HIGHER,75000
156,Llama-3.1-8B,Debias,10,4,High,HIGHER,75000
157,Llama-3.1-8B,Debias,10,5,High,HIGHER,75000
158,Llama-3.1-8B,Debias,10,6,High,HIGHER,75000
159,Llama-3.1-8B,Debias,10,7,High,HIGHER,120000
160,Llama-3.1-8B,Debias,10,8,High,HIGHER,75000
161,Llama-3.1-8B,Debias,11,1,Low,HIGHER,35
162,Llama-3.1-8B,Debias,11,2,Low,HIGHER,35
163,Llama-3.1-8B,Debias,11,3,Low,HIGHER,35
164,Llama-3.1-8B,Debias,11,4,Low,HIGHER,35
165,Llama-3.1-8B,Debias,11,5,Low,HIGHER,30
166,Llama-3.1-8B,Debias,11,6,Low,HIGHER,35
167,Llama-3.1-8B,Debias,11,7,Low,HIGHER,35
168,Llama-3.1-8B,Debias,11,8,Low,HIGHER,35
169,Llama-3.1-8B,Debias,11,1,High,LOWER,45
170,Llama-3.1-8B,Debias,11,2,High,HIGHER,73
171,Llama-3.1-8B,Debias,11,3,High,HIGHER,65
172,Llama-3.1-8B,Debias,11,4,High,HIGHER,65
173,Llama-3.1-8B,Debias,11,5,High,HIGHER,85
174,Llama-3.1-8B,Debias,11,6,High,HIGHER,75
175,Llama-3.1-8B,Debias,11,7,High,HIGHER,85
176,Llama-3.1-8B,Debias,11,8,High,HIGHER,75
177,Llama-3.1-8B,Debias,12,1,Low,HIGHER,120
178,Llama-3.1-8B,Debias,12,2,Low,HIGHER,120
179,Llama-3.1-8B,Debias,12,3,Low,HIGHER,120
180,Llama-3.1-8B,Debias,12,4,Low,HIGHER,120
181,Llama-3.1-8B,Debias,12,5,Low,HIGHER,120
182,Llama-3.1-8B,Debias,12,6,Low,HIGHER,120
183,Llama-3.1-8B,Debias,12,7,Low,HIGHER,120
184,Llama-3.1-8B,Debias,12,8,Low,HIGHER,120
185,Llama-3.1-8B,Debias,12,1,High,HIGHER,420
186,Llama-3.1-8B,Debias,12,2,High,HIGHER,450
187,Llama-3.1-8B,Debias,12,3,High,HIGHER,450
188,Llama-3.1-8B,Debias,12,4,High,HIGHER,450
189,Llama-3.1-8B,Debias,12,5,High,HIGHER,450
190,Llama-3.1-8B,Debias,12,6,High,HIGHER,450
191,Llama-3.1-8B,Debias,12,7,High,HIGHER,450
192,Llama-3.1-8B,Debias,12,8,High,HIGHER,450
193,Llama-3.1-8B,Debias,13,1,Low,HIGHER,25000000
194,Llama-3.1-8B,Debias,13,2,Low,HIGHER,25000000
195,Llama-3.1-8B,Debias,13,3,Low,HIGHER,25000000
196,Llama-3.1-8B,Debias,13,4,Low,HIGHER,15000000
197,Llama-3.1-8B,Debias,13,5,Low,,2500000
198,Llama-3.1-8B,Debias,13,6,Low,HIGHER,15000000
199,Llama-3.1-8B,Debias,13,7,Low,HIGHER,25000000
200,Llama-3.1-8B,Debias,13,8,Low,HIGHER,25000000
201,Llama-3.1-8B,Debias,13,1,High,HIGHER,25000000
202,Llama-3.1-8B,Debias,13,2,High,HIGHER,25000000
203,Llama-3.1-8B,Debias,13,3,High,HIGHER,25000000
204,Llama-3.1-8B,Debias,13,4,High,HIGHER,25000000
205,Llama-3.1-8B,Debias,13,5,High,HIGHER,25000000
206,Llama-3.1-8B,Debias,13,6,High,HIGHER,25000000
207,Llama-3.1-8B,Debias,13,7,High,HIGHER,25000000
208,Llama-3.1-8B,Debias,13,8,High,HIGHER,25000000
209,Llama-3.1-8B,Debias,14,1,Low,HIGHER,2200
210,Llama-3.1-8B,Debias,14,2,Low,HIGHER,2400
211,Llama-3.1-8B,Debias,14,3,Low,HIGHER,2500
212,Llama-3.1-8B,Debias,14,4,Low,HIGHER,1822
213,Llama-3.1-8B,Debias,14,5,Low,HIGHER,2200
214,Llama-3.1-8B,Debias,14,6,Low,HIGHER,2200
215,Llama-3.1-8B,Debias,14,7,Low,HIGHER,2138
216,Llama-3.1-8B,Debias,14,8,Low,HIGHER,2300
217,Llama-3.1-8B,Debias,14,1,High,HIGHER,8500
218,Llama-3.1-8B,Debias,14,2,High,HIGHER,8500
219,Llama-3.1-8B,Debias,14,3,High,,
220,Llama-3.1-8B,Debias,14,4,High,HIGHER,8500
221,Llama-3.1-8B,Debias,14,5,High,HIGHER,8500
222,Llama-3.1-8B,Debias,14,6,High,HIGHER,8500
223,Llama-3.1-8B,Debias,14,7,High,,
224,Llama-3.1-8B,Debias,14,8,High,HIGHER,8500
225,Llama-3.1-8B,Debias,15,1,Low,HIGHER,550
226,Llama-3.1-8B,Debias,15,2,Low,HIGHER,550
227,Llama-3.1-8B,Debias,15,3,Low,HIGHER,550
228,Llama-3.1-8B,Debias,15,4,Low,HIGHER,550
229,Llama-3.1-8B,Debias,15,5,Low,HIGHER,550
230,Llama-3.1-8B,Debias,15,6,Low,HIGHER,550
231,Llama-3.1-8B,Debias,15,7,Low,HIGHER,550
232,Llama-3.1-8B,Debias,15,8,Low,HIGHER,550
233,Llama-3.1-8B,Debias,15,1,High,HIGHER,1200
234,Llama-3.1-8B,Debias,15,2,High,HIGHER,1200
235,Llama-3.1-8B,Debias,15,3,High,HIGHER,1200
236,Llama-3.1-8B,Debias,15,4,High,HIGHER,1200
237,Llama-3.1-8B,Debias,15,5,High,HIGHER,1200
238,Llama-3.1-8B,Debias,15,6,High,HIGHER,1200
239,Llama-3.1-8B,Debias,15,7,High,HIGHER,1200
240,Llama-3.1-8B,Debias,15,8,High,HIGHER,1200
241,Llama-3.1-8B,Debias,16,1,Low,,
242,Llama-3.1-8B,Debias,16,2,Low,HIGHER,85
243,Llama-3.1-8B,Debias,16,3,Low,,
244,Llama-3.1-8B,Debias,16,4,Low,,
245,Llama-3.1-8B,Debias,16,5,Low,HIGHER,85
246,Llama-3.1-8B,Debias,16,6,Low,,55
247,Llama-3.1-8B,Debias,16,7,Low,,45
248,Llama-3.1-8B,Debias,16,8,Low,,55
249,Llama-3.1-8B,Debias,16,1,High,HIGHER,150
250,Llama-3.1-8B,Debias,16,2,High,,
251,Llama-3.1-8B,Debias,16,3,High,,150
252,Llama-3.1-8B,Debias,16,4,High,,
253,Llama-3.1-8B,Debias,16,5,High,,150
254,Llama-3.1-8B,Debias,16,6,High,,
255,Llama-3.1-8B,Debias,16,7,High,,120
256,Llama-3.1-8B,Debias,16,8,High,,120
257,Llama-3.1-8B,Debias,17,1,Low,HIGHER,150000
258,Llama-3.1-8B,Debias,17,2,Low,HIGHER,150000
259,Llama-3.1-8B,Debias,17,3,Low,HIGHER,150000
260,Llama-3.1-8B,Debias,17,4,Low,,
261,Llama-3.1-8B,Debias,17,5,Low,HIGHER,150000
262,Llama-3.1-8B,Debias,17,6,Low,HIGHER,150000
263,Llama-3.1-8B,Debias,17,7,Low,HIGHER,150000
264,Llama-3.1-8B,Debias,17,8,Low,HIGHER,150000
265,Llama-3.1-8B,Debias,17,1,High,,
266,Llama-3.1-8B,Debias,17,2,High,HIGHER,150000
267,Llama-3.1-8B,Debias,17,3,High,HIGHER,250000
268,Llama-3.1-8B,Debias,17,4,High,,
269,Llama-3.1-8B,Debias,17,5,High,HIGHER,75000
270,Llama-3.1-8B,Debias,17,6,High,,
271,Llama-3.1-8B,Debias,17,7,High,HIGHER,250000
272,Llama-3.1-8B,Debias,17,8,High,,
273,Llama-3.1-8B,Debias,18,1,Low,HIGHER,40
274,Llama-3.1-8B,Debias,18,2,Low,HIGHER,40
275,Llama-3.1-8B,Debias,18,3,Low,HIGHER,40
276,Llama-3.1-8B,Debias,18,4,Low,HIGHER,40
277,Llama-3.1-8B,Debias,18,5,Low,HIGHER,40
278,Llama-3.1-8B,Debias,18,6,Low,HIGHER,40
279,Llama-3.1-8B,Debias,18,7,Low,HIGHER,40
280,Llama-3.1-8B,Debias,18,8,Low,HIGHER,45
281,Llama-3.1-8B,Debias,18,1,High,HIGHER,120
282,Llama-3.1-8B,Debias,18,2,High,HIGHER,120
283,Llama-3.1-8B,Debias,18,3,High,HIGHER,120
284,Llama-3.1-8B,Debias,18,4,High,HIGHER,120
285,Llama-3.1-8B,Debias,18,5,High,HIGHER,120
286,Llama-3.1-8B,Debias,18,6,High,HIGHER,120
287,Llama-3.1-8B,Debias,18,7,High,HIGHER,120
288,Llama-3.1-8B,Debias,18,8,High,HIGHER,120
289,Llama-3.1-8B,Debias,19,1,Low,HIGHER,42000
290,Llama-3.1-8B,Debias,19,2,Low,HIGHER,42000
291,Llama-3.1-8B,Debias,19,3,Low,HIGHER,42000
292,Llama-3.1-8B,Debias,19,4,Low,HIGHER,42000
293,Llama-3.1-8B,Debias,19,5,Low,HIGHER,42000
294,Llama-3.1-8B,Debias,19,6,Low,HIGHER,42000
295,Llama-3.1-8B,Debias,19,7,Low,HIGHER,55000
296,Llama-3.1-8B,Debias,19,8,Low,HIGHER,55000
297,Llama-3.1-8B,Debias,19,1,High,HIGHER,250000
298,Llama-3.1-8B,Debias,19,2,High,HIGHER,220000
299,Llama-3.1-8B,Debias,19,3,High,HIGHER,250000
300,Llama-3.1-8B,Debias,19,4,High,HIGHER,250000
301,Llama-3.1-8B,Debias,19,5,High,HIGHER,250000
302,Llama-3.1-8B,Debias,19,6,High,HIGHER,175000
303,Llama-3.1-8B,Debias,19,7,High,HIGHER,250000
304,Llama-3.1-8B,Debias,19,8,High,HIGHER,225000
305,Llama-3.1-8B,Debias,20,1,Low,HIGHER,850
306,Llama-3.1-8B,Debias,20,2,Low,HIGHER,1200
307,Llama-3.1-8B,Debias,20,3,Low,HIGHER,1100
308,Llama-3.1-8B,Debias,20,4,Low,HIGHER,1140
309,Llama-3.1-8B,Debias,20,5,Low,HIGHER,1200
310,Llama-3.1-8B,Debias,20,6,Low,HIGHER,1200
311,Llama-3.1-8B,Debias,20,7,Low,HIGHER,1100
312,Llama-3.1-8B,Debias,20,8,Low,HIGHER,1200
313,Llama-3.1-8B,Debias,20,1,High,HIGHER,1800
314,Llama-3.1-8B,Debias,20,2,High,HIGHER,1800
315,Llama-3.1-8B,Debias,20,3,High,HIGHER,1750
316,Llama-3.1-8B,Debias,20,4,High,HIGHER,1800
317,Llama-3.1-8B,Debias,20,5,High,HIGHER,1800
318,Llama-3.1-8B,Debias,20,6,High,HIGHER,1750
319,Llama-3.1-8B,Debias,20,7,High,HIGHER,1850
320,Llama-3.1-8B,Debias,20,8,High,HIGHER,1800
321,Llama-3.1-8B,Debias,21,1,Low,HIGHER,1300
322,Llama-3.1-8B,Debias,21,2,Low,HIGHER,1300
323,Llama-3.1-8B,Debias,21,3,Low,HIGHER,1300
324,Llama-3.1-8B,Debias,21,4,Low,HIGHER,1300
325,Llama-3.1-8B,Debias,21,5,Low,HIGHER,1200
326,Llama-3.1-8B,Debias,21,6,Low,HIGHER,1300
327,Llama-3.1-8B,Debias,21,7,Low,HIGHER,1200
328,Llama-3.1-8B,Debias,21,8,Low,HIGHER,1350
329,Llama-3.1-8B,Debias,21,1,High,HIGHER,1345
330,Llama-3.1-8B,Debias,21,2,High,HIGHER,1300
331,Llama-3.1-8B,Debias,21,3,High,HIGHER,1350
332,Llama-3.1-8B,Debias,21,4,High,HIGHER,1400
333,Llama-3.1-8B,Debias,21,5,High,HIGHER,1354
334,Llama-3.1-8B,Debias,21,6,High,HIGHER,1200
335,Llama-3.1-8B,Debias,21,7,High,HIGHER,1320
336,Llama-3.1-8B,Debias,21,8,High,HIGHER,1200
337,Llama-3.1-8B,Debias,22,1,Low,HIGHER,1500
338,Llama-3.1-8B,Debias,22,2,Low,HIGHER,1500
339,Llama-3.1-8B,Debias,22,3,Low,HIGHER,1800
340,Llama-3.1-8B,Debias,22,4,Low,HIGHER,1500
341,Llama-3.1-8B,Debias,22,5,Low,HIGHER,1800
342,Llama-3.1-8B,Debias,22,6,Low,HIGHER,1800
343,Llama-3.1-8B,Debias,22,7,Low,HIGHER,1800
344,Llama-3.1-8B,Debias,22,8,Low,HIGHER,1500
345,Llama-3.1-8B,Debias,22,1,High,HIGHER,4200
346,Llama-3.1-8B,Debias,22,2,High,HIGHER,6300
347,Llama-3.1-8B,Debias,22,3,High,HIGHER,4200
348,Llama-3.1-8B,Debias,22,4,High,,
349,Llama-3.1-8B,Debias,22,5,High,HIGHER,6500
350,Llama-3.1-8B,Debias,22,6,High,HIGHER,5300
351,Llama-3.1-8B,Debias,22,7,High,HIGHER,5500
352,Llama-3.1-8B,Debias,22,8,High,HIGHER,5500
353,Llama-3.1-8B,Debias,23,1,Low,HIGHER,250
354,Llama-3.1-8B,Debias,23,2,Low,HIGHER,220
355,Llama-3.1-8B,Debias,23,3,Low,HIGHER,220
356,Llama-3.1-8B,Debias,23,4,Low,HIGHER,250
357,Llama-3.1-8B,Debias,23,5,Low,,220
358,Llama-3.1-8B,Debias,23,6,Low,HIGHER,220
359,Llama-3.1-8B,Debias,23,7,Low,HIGHER,220
360,Llama-3.1-8B,Debias,23,8,Low,HIGHER,220
361,Llama-3.1-8B,Debias,23,1,High,HIGHER,850
362,Llama-3.1-8B,Debias,23,2,High,HIGHER,750
363,Llama-3.1-8B,Debias,23,3,High,HIGHER,850
364,Llama-3.1-8B,Debias,23,4,High,HIGHER,850
365,Llama-3.1-8B,Debias,23,5,High,HIGHER,850
366,Llama-3.1-8B,Debias,23,6,High,HIGHER,850
367,Llama-3.1-8B,Debias,23,7,High,HIGHER,850
368,Llama-3.1-8B,Debias,23,8,High,HIGHER,850
369,Llama-3.1-8B,Debias,24,1,Low,,
370,Llama-3.1-8B,Debias,24,2,Low,HIGHER,60000
371,Llama-3.1-8B,Debias,24,3,Low,HIGHER,60000
372,Llama-3.1-8B,Debias,24,4,Low,HIGHER,58800
373,Llama-3.1-8B,Debias,24,5,Low,,42000
374,Llama-3.1-8B,Debias,24,6,Low,HIGHER,60000
375,Llama-3.1-8B,Debias,24,7,Low,HIGHER,60000
376,Llama-3.1-8B,Debias,24,8,Low,,
377,Llama-3.1-8B,Debias,24,1,High,LOWER,60000
378,Llama-3.1-8B,Debias,24,2,High,LOWER,60000
379,Llama-3.1-8B,Debias,24,3,High,LOWER,60000
380,Llama-3.1-8B,Debias,24,4,High,LOWER,60000
381,Llama-3.1-8B,Debias,24,5,High,LOWER,60000
382,Llama-3.1-8B,Debias,24,6,High,LOWER,60000
383,Llama-3.1-8B,Debias,24,7,High,LOWER,60000
384,Llama-3.1-8B,Debias,24,8,High,LOWER,60000
385,Llama-3.1-8B,Debias,25,1,Low,HIGHER,550
386,Llama-3.1-8B,Debias,25,2,Low,HIGHER,550
387,Llama-3.1-8B,Debias,25,3,Low,HIGHER,550
388,Llama-3.1-8B,Debias,25,4,Low,HIGHER,650
389,Llama-3.1-8B,Debias,25,5,Low,HIGHER,650
390,Llama-3.1-8B,Debias,25,6,Low,HIGHER,550
391,Llama-3.1-8B,Debias,25,7,Low,HIGHER,550
392,Llama-3.1-8B,Debias,25,8,Low,HIGHER,550
393,Llama-3.1-8B,Debias,25,1,High,HIGHER,2500
394,Llama-3.1-8B,Debias,25,2,High,HIGHER,2200
395,Llama-3.1-8B,Debias,25,3,High,HIGHER,2400
396,Llama-3.1-8B,Debias,25,4,High,HIGHER,2200
397,Llama-3.1-8B,Debias,25,5,High,HIGHER,2200
398,Llama-3.1-8B,Debias,25,6,High,HIGHER,2200
399,Llama-3.1-8B,Debias,25,7,High,HIGHER,2200
400,Llama-3.1-8B,Debias,25,8,High,HIGHER,2300
