Trial_Id,Model,Experiment,Question_Num,Repeat_Num,Anchor_Type,Comparison,Estimate
40,Llama-3.1-8B,Estimate-First,3,8,Low,LOWER,45
41,Llama-3.1-8B,Estimate-First,3,1,High,LOWER,150
42,Llama-3.1-8B,Estimate-First,3,2,High,LOWER,180
43,Llama-3.1-8B,Estimate-First,3,3,High,LOWER,180
44,Llama-3.1-8B,Estimate-First,3,4,High,LOWER,180
45,Llama-3.1-8B,Estimate-First,3,5,High,LOWER,180
46,Llama-3.1-8B,Estimate-First,3,6,High,LOWER,180
47,Llama-3.1-8B,Estimate-First,3,7,High,LOWER,180
48,Llama-3.1-8B,Estimate-First,3,8,High,LOWER,180
49,Llama-3.1-8B,Estimate-First,4,1,Low,HIGHER,9500
50,Llama-3.1-8B,Estimate-First,4,2,Low,HIGHER,9500
51,Llama-3.1-8B,Estimate-First,4,3,Low,HIGHER,9300
52,Llama-3.1-8B,Estimate-First,4,4,Low,HIGHER,9500
53,Llama-3.1-8B,Estimate-First,4,5,Low,HIGHER,9300
54,Llama-3.1-8B,Estimate-First,4,6,Low,HIGHER,9500
55,Llama-3.1-8B,Estimate-First,4,7,Low,HIGHER,9300
56,Llama-3.1-8B,Estimate-First,4,8,Low,HIGHER,10000
57,Llama-3.1-8B,Estimate-First,4,1,High,LOWER,12000
58,Llama-3.1-8B,Estimate-First,4,2,High,LOWER,12000
59,Llama-3.1-8B,Estimate-First,4,3,High,LOWER,10000
60,Llama-3.1-8B,Estimate-First,4,4,High,LOWER,12000
61,Llama-3.1-8B,Estimate-First,4,5,High,HIGHER,12000
62,Llama-3.1-8B,Estimate-First,4,6,High,LOWER,12000
63,Llama-3.1-8B,Estimate-First,4,7,High,LOWER,12000
64,Llama-3.1-8B,Estimate-First,4,8,High,LOWER,12000
65,Llama-3.1-8B,Estimate-First,5,1,Low,HIGHER,45
66,Llama-3.1-8B,Estimate-First,5,2,Low,HIGHER,45
67,Llama-3.1-8B,Estimate-First,5,3,Low,HIGHER,45
68,Llama-3.1-8B,Estimate-First,5,4,Low,HIGHER,45
69,Llama-3.1-8B,Estimate-First,5,5,Low,HIGHER,45
70,Llama-3.1-8B,Estimate-First,5,6,Low,HIGHER,45
71,Llama-3.1-8B,Estimate-First,5,7,Low,HIGHER,45
72,Llama-3.1-8B,Estimate-First,5,8,Low,HIGHER,42
73,Llama-3.1-8B,Estimate-First,5,1,High,LOWER,95
74,Llama-3.1-8B,Estimate-First,5,2,High,LOWER,80
75,Llama-3.1-8B,Estimate-First,5,3,High,HIGHER,135
76,Llama-3.1-8B,Estimate-First,5,4,High,HIGHER,135
77,Llama-3.1-8B,Estimate-First,5,5,High,HIGHER,135
78,Llama-3.1-8B,Estimate-First,5,6,High,LOWER,95
79,Llama-3.1-8B,Estimate-First,5,7,High,HIGHER,150
80,Llama-3.1-8B,Estimate-First,5,8,High,HIGHER,150
81,Llama-3.1-8B,Estimate-First,6,1,Low,HIGHER,35000
82,Llama-3.1-8B,Estimate-First,6,2,Low,HIGHER,35000
83,Llama-3.1-8B,Estimate-First,6,3,Low,HIGHER,35000
84,Llama-3.1-8B,Estimate-First,6,4,Low,HIGHER,35000
85,Llama-3.1-8B,Estimate-First,6,5,Low,HIGHER,35000
86,Llama-3.1-8B,Estimate-First,6,6,Low,HIGHER,35000
87,Llama-3.1-8B,Estimate-First,6,7,Low,HIGHER,35000
88,Llama-3.1-8B,Estimate-First,6,8,Low,HIGHER,35000
89,Llama-3.1-8B,Estimate-First,6,1,High,LOWER,45000
90,Llama-3.1-8B,Estimate-First,6,2,High,LOWER,45000
91,Llama-3.1-8B,Estimate-First,6,3,High,LOWER,45000
92,Llama-3.1-8B,Estimate-First,6,4,High,LOWER,45000
93,Llama-3.1-8B,Estimate-First,6,5,High,LOWER,45000
94,Llama-3.1-8B,Estimate-First,6,6,High,LOWER,45000
95,Llama-3.1-8B,Estimate-First,6,7,High,LOWER,45000
96,Llama-3.1-8B,Estimate-First,6,8,High,LOWER,45000
97,Llama-3.1-8B,Estimate-First,7,1,Low,HIGHER,35
98,Llama-3.1-8B,Estimate-First,7,2,Low,HIGHER,35
99,Llama-3.1-8B,Estimate-First,7,3,Low,HIGHER,35
100,Llama-3.1-8B,Estimate-First,7,4,Low,HIGHER,35
101,Llama-3.1-8B,Estimate-First,7,5,Low,HIGHER,35
102,Llama-3.1-8B,Estimate-First,7,6,Low,HIGHER,35
103,Llama-3.1-8B,Estimate-First,7,7,Low,HIGHER,30
104,Llama-3.1-8B,Estimate-First,7,8,Low,HIGHER,30
105,Llama-3.1-8B,Estimate-First,7,1,High,LOWER,45
106,Llama-3.1-8B,Estimate-First,7,2,High,LOWER,45
107,Llama-3.1-8B,Estimate-First,7,3,High,LOWER,45
108,Llama-3.1-8B,Estimate-First,7,4,High,LOWER,45
109,Llama-3.1-8B,Estimate-First,7,5,High,LOWER,45
110,Llama-3.1-8B,Estimate-First,7,6,High,LOWER,45
111,Llama-3.1-8B,Estimate-First,7,7,High,LOWER,45
112,Llama-3.1-8B,Estimate-First,7,8,High,LOWER,45
113,Llama-3.1-8B,Estimate-First,8,1,Low,LOWER,50000
114,Llama-3.1-8B,Estimate-First,8,2,Low,LOWER,75000
115,Llama-3.1-8B,Estimate-First,8,3,Low,LOWER,75000
116,Llama-3.1-8B,Estimate-First,8,4,Low,LOWER,50000
117,Llama-3.1-8B,Estimate-First,8,5,Low,LOWER,50000
118,Llama-3.1-8B,Estimate-First,8,6,Low,LOWER,50000
119,Llama-3.1-8B,Estimate-First,8,7,Low,LOWER,50000
120,Llama-3.1-8B,Estimate-First,8,8,Low,LOWER,75000
121,Llama-3.1-8B,Estimate-First,8,1,High,LOWER,250000
122,Llama-3.1-8B,Estimate-First,8,2,High,LOWER,250000
123,Llama-3.1-8B,Estimate-First,8,3,High,LOWER,250000
124,Llama-3.1-8B,Estimate-First,8,4,High,LOWER,250000
125,Llama-3.1-8B,Estimate-First,8,5,High,LOWER,250000
126,Llama-3.1-8B,Estimate-First,8,6,High,LOWER,250000
127,Llama-3.1-8B,Estimate-First,8,7,High,LOWER,250000
128,Llama-3.1-8B,Estimate-First,8,8,High,LOWER,250000
129,Llama-3.1-8B,Estimate-First,9,1,Low,LOWER,63
130,Llama-3.1-8B,Estimate-First,9,2,Low,HIGHER,120
131,Llama-3.1-8B,Estimate-First,9,3,Low,LOWER,75
132,Llama-3.1-8B,Estimate-First,9,4,Low,LOWER,85
133,Llama-3.1-8B,Estimate-First,9,5,Low,LOWER,85
134,Llama-3.1-8B,Estimate-First,9,6,Low,LOWER,80
135,Llama-3.1-8B,Estimate-First,9,7,Low,LOWER,85
136,Llama-3.1-8B,Estimate-First,9,8,Low,LOWER,85
137,Llama-3.1-8B,Estimate-First,9,1,High,HIGHER,550
138,Llama-3.1-8B,Estimate-First,9,2,High,LOWER,250
139,Llama-3.1-8B,Estimate-First,9,3,High,LOWER,250
140,Llama-3.1-8B,Estimate-First,9,4,High,LOWER,250
141,Llama-3.1-8B,Estimate-First,9,5,High,HIGHER,550
142,Llama-3.1-8B,Estimate-First,9,6,High,LOWER,250
143,Llama-3.1-8B,Estimate-First,9,7,High,HIGHER,550
144,Llama-3.1-8B,Estimate-First,9,8,High,LOWER,250
145,Llama-3.1-8B,Estimate-First,10,1,Low,LOWER,18000
146,Llama-3.1-8B,Estimate-First,10,2,Low,LOWER,18000
147,Llama-3.1-8B,Estimate-First,10,3,Low,LOWER,18000
148,Llama-3.1-8B,Estimate-First,10,4,Low,LOWER,18000
149,Llama-3.1-8B,Estimate-First,10,5,Low,LOWER,15000
150,Llama-3.1-8B,Estimate-First,10,6,Low,LOWER,18000
151,Llama-3.1-8B,Estimate-First,10,7,Low,LOWER,18000
152,Llama-3.1-8B,Estimate-First,10,8,Low,LOWER,18000
153,Llama-3.1-8B,Estimate-First,10,1,High,LOWER,50000
154,Llama-3.1-8B,Estimate-First,10,2,High,LOWER,60000
155,Llama-3.1-8B,Estimate-First,10,3,High,LOWER,50000
156,Llama-3.1-8B,Estimate-First,10,4,High,LOWER,50000
157,Llama-3.1-8B,Estimate-First,10,5,High,LOWER,50000
158,Llama-3.1-8B,Estimate-First,10,6,High,LOWER,50000
159,Llama-3.1-8B,Estimate-First,10,7,High,LOWER,50000
160,Llama-3.1-8B,Estimate-First,10,8,High,LOWER,75000
161,Llama-3.1-8B,Estimate-First,11,1,Low,HIGHER,20
162,Llama-3.1-8B,Estimate-First,11,2,Low,HIGHER,20
163,Llama-3.1-8B,Estimate-First,11,3,Low,LOWER,12
164,Llama-3.1-8B,Estimate-First,11,4,Low,LOWER,12
165,Llama-3.1-8B,Estimate-First,11,5,Low,HIGHER,25
166,Llama-3.1-8B,Estimate-First,11,6,Low,HIGHER,20
167,Llama-3.1-8B,Estimate-First,11,7,Low,HIGHER,25
168,Llama-3.1-8B,Estimate-First,11,8,Low,LOWER,12
169,Llama-3.1-8B,Estimate-First,11,1,High,LOWER,45
170,Llama-3.1-8B,Estimate-First,11,2,High,LOWER,45
171,Llama-3.1-8B,Estimate-First,11,3,High,LOWER,45
172,Llama-3.1-8B,Estimate-First,11,4,High,LOWER,45
173,Llama-3.1-8B,Estimate-First,11,5,High,LOWER,45
174,Llama-3.1-8B,Estimate-First,11,6,High,LOWER,40
175,Llama-3.1-8B,Estimate-First,11,7,High,LOWER,45
176,Llama-3.1-8B,Estimate-First,11,8,High,LOWER,45
177,Llama-3.1-8B,Estimate-First,12,1,Low,LOWER,50
178,Llama-3.1-8B,Estimate-First,12,2,Low,LOWER,70
179,Llama-3.1-8B,Estimate-First,12,3,Low,LOWER,65
180,Llama-3.1-8B,Estimate-First,12,4,Low,LOWER,50
181,Llama-3.1-8B,Estimate-First,12,5,Low,LOWER,60
182,Llama-3.1-8B,Estimate-First,12,6,Low,LOWER,60
183,Llama-3.1-8B,Estimate-First,12,7,Low,LOWER,70
184,Llama-3.1-8B,Estimate-First,12,8,Low,LOWER,60
185,Llama-3.1-8B,Estimate-First,12,1,High,LOWER,250
186,Llama-3.1-8B,Estimate-First,12,2,High,LOWER,250
187,Llama-3.1-8B,Estimate-First,12,3,High,LOWER,250
188,Llama-3.1-8B,Estimate-First,12,4,High,LOWER,250
189,Llama-3.1-8B,Estimate-First,12,5,High,LOWER,250
190,Llama-3.1-8B,Estimate-First,12,6,High,LOWER,250
191,Llama-3.1-8B,Estimate-First,12,7,High,LOWER,250
192,Llama-3.1-8B,Estimate-First,12,8,High,LOWER,250
193,Llama-3.1-8B,Estimate-First,13,1,Low,HIGHER,15000000
194,Llama-3.1-8B,Estimate-First,13,2,Low,HIGHER,15000000
195,Llama-3.1-8B,Estimate-First,13,3,Low,HIGHER,15000000
196,Llama-3.1-8B,Estimate-First,13,4,Low,HIGHER,25000000
197,Llama-3.1-8B,Estimate-First,13,5,Low,HIGHER,15000000
198,Llama-3.1-8B,Estimate-First,13,6,Low,HIGHER,15000000
199,Llama-3.1-8B,Estimate-First,13,7,Low,HIGHER,15000000
200,Llama-3.1-8B,Estimate-First,13,8,Low,HIGHER,15000000
201,Llama-3.1-8B,Estimate-First,13,1,High,HIGHER,25000000
202,Llama-3.1-8B,Estimate-First,13,2,High,HIGHER,50000000
203,Llama-3.1-8B,Estimate-First,13,3,High,HIGHER,25000000
204,Llama-3.1-8B,Estimate-First,13,4,High,HIGHER,50000000
205,Llama-3.1-8B,Estimate-First,13,5,High,HIGHER,25000000
206,Llama-3.1-8B,Estimate-First,13,6,High,HIGHER,25000000
207,Llama-3.1-8B,Estimate-First,13,7,High,HIGHER,25000000
208,Llama-3.1-8B,Estimate-First,13,8,High,HIGHER,25000000
209,Llama-3.1-8B,Estimate-First,14,1,Low,HIGHER,1800
210,Llama-3.1-8B,Estimate-First,14,2,Low,HIGHER,1800
211,Llama-3.1-8B,Estimate-First,14,3,Low,HIGHER,1800
212,Llama-3.1-8B,Estimate-First,14,4,Low,HIGHER,2200
213,Llama-3.1-8B,Estimate-First,14,5,Low,HIGHER,1800
214,Llama-3.1-8B,Estimate-First,14,6,Low,HIGHER,1800
215,Llama-3.1-8B,Estimate-First,14,7,Low,HIGHER,1800
216,Llama-3.1-8B,Estimate-First,14,8,Low,LOWER,1200
217,Llama-3.1-8B,Estimate-First,14,1,High,HIGHER,8500
218,Llama-3.1-8B,Estimate-First,14,2,High,HIGHER,8500
219,Llama-3.1-8B,Estimate-First,14,3,High,HIGHER,7500
220,Llama-3.1-8B,Estimate-First,14,4,High,HIGHER,8500
221,Llama-3.1-8B,Estimate-First,14,5,High,HIGHER,8500
222,Llama-3.1-8B,Estimate-First,14,6,High,HIGHER,8500
223,Llama-3.1-8B,Estimate-First,14,7,High,HIGHER,8500
224,Llama-3.1-8B,Estimate-First,14,8,High,HIGHER,8500
225,Llama-3.1-8B,Estimate-First,15,1,Low,LOWER,350
226,Llama-3.1-8B,Estimate-First,15,2,Low,LOWER,320
227,Llama-3.1-8B,Estimate-First,15,3,Low,HIGHER,550
228,Llama-3.1-8B,Estimate-First,15,4,Low,HIGHER,550
229,Llama-3.1-8B,Estimate-First,15,5,Low,HIGHER,550
230,Llama-3.1-8B,Estimate-First,15,6,Low,HIGHER,550
231,Llama-3.1-8B,Estimate-First,15,7,Low,HIGHER,550
232,Llama-3.1-8B,Estimate-First,15,8,Low,HIGHER,550
233,Llama-3.1-8B,Estimate-First,15,1,High,HIGHER,1800
234,Llama-3.1-8B,Estimate-First,15,2,High,LOWER,1200
235,Llama-3.1-8B,Estimate-First,15,3,High,HIGHER,1800
236,Llama-3.1-8B,Estimate-First,15,4,High,LOWER,1200
237,Llama-3.1-8B,Estimate-First,15,5,High,LOWER,1200
238,Llama-3.1-8B,Estimate-First,15,6,High,LOWER,1200
239,Llama-3.1-8B,Estimate-First,15,7,High,LOWER,1200
240,Llama-3.1-8B,Estimate-First,15,8,High,HIGHER,1800
241,Llama-3.1-8B,Estimate-First,16,1,Low,LOWER,45
242,Llama-3.1-8B,Estimate-First,16,2,Low,HIGHER,80
243,Llama-3.1-8B,Estimate-First,16,3,Low,LOWER,45
244,Llama-3.1-8B,Estimate-First,16,4,Low,LOWER,45
245,Llama-3.1-8B,Estimate-First,16,5,Low,LOWER,45
246,Llama-3.1-8B,Estimate-First,16,6,Low,LOWER,45
247,Llama-3.1-8B,Estimate-First,16,7,Low,LOWER,45
248,Llama-3.1-8B,Estimate-First,16,8,Low,LOWER,45
249,Llama-3.1-8B,Estimate-First,16,1,High,LOWER,150
250,Llama-3.1-8B,Estimate-First,16,2,High,LOWER,150
251,Llama-3.1-8B,Estimate-First,16,3,High,LOWER,150
252,Llama-3.1-8B,Estimate-First,16,4,High,LOWER,180
253,Llama-3.1-8B,Estimate-First,16,5,High,LOWER,150
254,Llama-3.1-8B,Estimate-First,16,6,High,LOWER,150
255,Llama-3.1-8B,Estimate-First,16,7,High,LOWER,150
256,Llama-3.1-8B,Estimate-First,16,8,High,HIGHER,350
257,Llama-3.1-8B,Estimate-First,17,1,Low,HIGHER,150000
258,Llama-3.1-8B,Estimate-First,17,2,Low,LOWER,50000
259,Llama-3.1-8B,Estimate-First,17,3,Low,HIGHER,15000
260,Llama-3.1-8B,Estimate-First,17,4,Low,HIGHER,150000
261,Llama-3.1-8B,Estimate-First,17,5,Low,LOWER,50000
262,Llama-3.1-8B,Estimate-First,17,6,Low,HIGHER,150000
263,Llama-3.1-8B,Estimate-First,17,7,Low,HIGHER,150000
264,Llama-3.1-8B,Estimate-First,17,8,Low,LOWER,50000
265,Llama-3.1-8B,Estimate-First,17,1,High,HIGHER,250000
266,Llama-3.1-8B,Estimate-First,17,2,High,LOWER,150000
267,Llama-3.1-8B,Estimate-First,17,3,High,LOWER,150000
268,Llama-3.1-8B,Estimate-First,17,4,High,LOWER,150000
269,Llama-3.1-8B,Estimate-First,17,5,High,HIGHER,55000
270,Llama-3.1-8B,Estimate-First,17,6,High,LOWER,15000
271,Llama-3.1-8B,Estimate-First,17,7,High,LOWER,150000
272,Llama-3.1-8B,Estimate-First,17,8,High,HIGHER,250000
273,Llama-3.1-8B,Estimate-First,18,1,Low,HIGHER,35
274,Llama-3.1-8B,Estimate-First,18,2,Low,HIGHER,35
275,Llama-3.1-8B,Estimate-First,18,3,Low,HIGHER,40
276,Llama-3.1-8B,Estimate-First,18,4,Low,HIGHER,40
277,Llama-3.1-8B,Estimate-First,18,5,Low,HIGHER,35
278,Llama-3.1-8B,Estimate-First,18,6,Low,HIGHER,40
279,Llama-3.1-8B,Estimate-First,18,7,Low,HIGHER,35
280,Llama-3.1-8B,Estimate-First,18,8,Low,HIGHER,35
281,Llama-3.1-8B,Estimate-First,18,1,High,HIGHER,120
282,Llama-3.1-8B,Estimate-First,18,2,High,HIGHER,120
283,Llama-3.1-8B,Estimate-First,18,3,High,HIGHER,120
284,Llama-3.1-8B,Estimate-First,18,4,High,HIGHER,120
285,Llama-3.1-8B,Estimate-First,18,5,High,HIGHER,120
286,Llama-3.1-8B,Estimate-First,18,6,High,HIGHER,120
287,Llama-3.1-8B,Estimate-First,18,7,High,HIGHER,120
288,Llama-3.1-8B,Estimate-First,18,8,High,HIGHER,120
289,Llama-3.1-8B,Estimate-First,19,1,Low,LOWER,45000
290,Llama-3.1-8B,Estimate-First,19,2,Low,LOWER,42000
291,Llama-3.1-8B,Estimate-First,19,3,Low,LOWER,55000
292,Llama-3.1-8B,Estimate-First,19,4,Low,LOWER,42000
293,Llama-3.1-8B,Estimate-First,19,5,Low,LOWER,45000
294,Llama-3.1-8B,Estimate-First,19,6,Low,LOWER,40000
295,Llama-3.1-8B,Estimate-First,19,7,Low,LOWER,45000
296,Llama-3.1-8B,Estimate-First,19,8,Low,LOWER,40000
297,Llama-3.1-8B,Estimate-First,19,1,High,LOWER,220000
298,Llama-3.1-8B,Estimate-First,19,2,High,LOWER,200000
299,Llama-3.1-8B,Estimate-First,19,3,High,LOWER,220000
300,Llama-3.1-8B,Estimate-First,19,4,High,LOWER,250000
301,Llama-3.1-8B,Estimate-First,19,5,High,LOWER,220000
302,Llama-3.1-8B,Estimate-First,19,6,High,LOWER,220000
303,Llama-3.1-8B,Estimate-First,19,7,High,LOWER,175000
304,Llama-3.1-8B,Estimate-First,19,8,High,LOWER,25000
305,Llama-3.1-8B,Estimate-First,20,1,Low,HIGHER,550
306,Llama-3.1-8B,Estimate-First,20,2,Low,HIGHER,550
307,Llama-3.1-8B,Estimate-First,20,3,Low,HIGHER,550
308,Llama-3.1-8B,Estimate-First,20,4,Low,HIGHER,550
309,Llama-3.1-8B,Estimate-First,20,5,Low,HIGHER,550
310,Llama-3.1-8B,Estimate-First,20,6,Low,HIGHER,550
311,Llama-3.1-8B,Estimate-First,20,7,Low,HIGHER,550
312,Llama-3.1-8B,Estimate-First,20,8,Low,HIGHER,550
313,Llama-3.1-8B,Estimate-First,20,1,High,HIGHER,1800
314,Llama-3.1-8B,Estimate-First,20,2,High,HIGHER,1800
315,Llama-3.1-8B,Estimate-First,20,3,High,HIGHER,1800
316,Llama-3.1-8B,Estimate-First,20,4,High,HIGHER,1800
317,Llama-3.1-8B,Estimate-First,20,5,High,HIGHER,1800
318,Llama-3.1-8B,Estimate-First,20,6,High,HIGHER,1800
319,Llama-3.1-8B,Estimate-First,20,7,High,HIGHER,1800
320,Llama-3.1-8B,Estimate-First,20,8,High,HIGHER,1800
321,Llama-3.1-8B,Estimate-First,21,1,Low,LOWER,150
322,Llama-3.1-8B,Estimate-First,21,2,Low,HIGHER,550
323,Llama-3.1-8B,Estimate-First,21,3,Low,HIGHER,550
324,Llama-3.1-8B,Estimate-First,21,4,Low,LOWER,120
325,Llama-3.1-8B,Estimate-First,21,5,Low,LOWER,150
326,Llama-3.1-8B,Estimate-First,21,6,Low,HIGHER,350
327,Llama-3.1-8B,Estimate-First,21,7,Low,LOWER,150
328,Llama-3.1-8B,Estimate-First,21,8,Low,HIGHER,550
329,Llama-3.1-8B,Estimate-First,21,1,High,LOWER,650
330,Llama-3.1-8B,Estimate-First,21,2,High,LOWER,650
331,Llama-3.1-8B,Estimate-First,21,3,High,HIGHER,1200
332,Llama-3.1-8B,Estimate-First,21,4,High,LOWER,550
333,Llama-3.1-8B,Estimate-First,21,5,High,LOWER,650
334,Llama-3.1-8B,Estimate-First,21,6,High,LOWER,650
335,Llama-3.1-8B,Estimate-First,21,7,High,HIGHER,1200
336,Llama-3.1-8B,Estimate-First,21,8,High,LOWER,600
337,Llama-3.1-8B,Estimate-First,22,1,Low,LOWER,950
338,Llama-3.1-8B,Estimate-First,22,2,Low,LOWER,850
339,Llama-3.1-8B,Estimate-First,22,3,Low,LOWER,850
340,Llama-3.1-8B,Estimate-First,22,4,Low,LOWER,950
341,Llama-3.1-8B,Estimate-First,22,5,Low,LOWER,950
342,Llama-3.1-8B,Estimate-First,22,6,Low,LOWER,950
343,Llama-3.1-8B,Estimate-First,22,7,Low,LOWER,850
344,Llama-3.1-8B,Estimate-First,22,8,Low,LOWER,900
345,Llama-3.1-8B,Estimate-First,22,1,High,LOWER,3500
346,Llama-3.1-8B,Estimate-First,22,2,High,HIGHER,5500
347,Llama-3.1-8B,Estimate-First,22,3,High,HIGHER,5500
348,Llama-3.1-8B,Estimate-First,22,4,High,LOWER,3200
349,Llama-3.1-8B,Estimate-First,22,5,High,LOWER,3500
350,Llama-3.1-8B,Estimate-First,22,6,High,LOWER,3500
351,Llama-3.1-8B,Estimate-First,22,7,High,HIGHER,5500
352,Llama-3.1-8B,Estimate-First,22,8,High,LOWER,3500
353,Llama-3.1-8B,Estimate-First,23,1,Low,HIGHER,200
354,Llama-3.1-8B,Estimate-First,23,2,Low,HIGHER,250
355,Llama-3.1-8B,Estimate-First,23,3,Low,HIGHER,250
356,Llama-3.1-8B,Estimate-First,23,4,Low,HIGHER,250
357,Llama-3.1-8B,Estimate-First,23,5,Low,HIGHER,250
358,Llama-3.1-8B,Estimate-First,23,6,Low,HIGHER,250
359,Llama-3.1-8B,Estimate-First,23,7,Low,HIGHER,250
360,Llama-3.1-8B,Estimate-First,23,8,Low,HIGHER,180
361,Llama-3.1-8B,Estimate-First,23,1,High,LOWER,450
362,Llama-3.1-8B,Estimate-First,23,2,High,HIGHER,750
363,Llama-3.1-8B,Estimate-First,23,3,High,HIGHER,850
364,Llama-3.1-8B,Estimate-First,23,4,High,HIGHER,750
365,Llama-3.1-8B,Estimate-First,23,5,High,HIGHER,850
366,Llama-3.1-8B,Estimate-First,23,6,High,HIGHER,750
367,Llama-3.1-8B,Estimate-First,23,7,High,HIGHER,850
368,Llama-3.1-8B,Estimate-First,23,8,High,HIGHER,750
369,Llama-3.1-8B,Estimate-First,24,1,Low,HIGHER,42000
370,Llama-3.1-8B,Estimate-First,24,2,Low,HIGHER,42000
371,Llama-3.1-8B,Estimate-First,24,3,Low,HIGHER,42000
372,Llama-3.1-8B,Estimate-First,24,4,Low,HIGHER,42000
373,Llama-3.1-8B,Estimate-First,24,5,Low,HIGHER,42000
374,Llama-3.1-8B,Estimate-First,24,6,Low,HIGHER,42000
375,Llama-3.1-8B,Estimate-First,24,7,Low,HIGHER,42000
376,Llama-3.1-8B,Estimate-First,24,8,Low,HIGHER,55000
377,Llama-3.1-8B,Estimate-First,24,1,High,LOWER,55000
378,Llama-3.1-8B,Estimate-First,24,2,High,LOWER,60000
379,Llama-3.1-8B,Estimate-First,24,3,High,LOWER,60000
380,Llama-3.1-8B,Estimate-First,24,4,High,LOWER,60000
381,Llama-3.1-8B,Estimate-First,24,5,High,LOWER,60000
382,Llama-3.1-8B,Estimate-First,24,6,High,LOWER,60000
383,Llama-3.1-8B,Estimate-First,24,7,High,LOWER,60000
384,Llama-3.1-8B,Estimate-First,24,8,High,LOWER,60000
385,Llama-3.1-8B,Estimate-First,25,1,Low,HIGHER,550
386,Llama-3.1-8B,Estimate-First,25,2,Low,HIGHER,550
387,Llama-3.1-8B,Estimate-First,25,3,Low,HIGHER,550
388,Llama-3.1-8B,Estimate-First,25,4,Low,HIGHER,550
389,Llama-3.1-8B,Estimate-First,25,5,Low,HIGHER,550
390,Llama-3.1-8B,Estimate-First,25,6,Low,HIGHER,550
391,Llama-3.1-8B,Estimate-First,25,7,Low,HIGHER,550
392,Llama-3.1-8B,Estimate-First,25,8,Low,HIGHER,550
393,Llama-3.1-8B,Estimate-First,25,1,High,HIGHER,1800
394,Llama-3.1-8B,Estimate-First,25,2,High,HIGHER,1800
395,Llama-3.1-8B,Estimate-First,25,3,High,HIGHER,1800
396,Llama-3.1-8B,Estimate-First,25,4,High,HIGHER,1800
397,Llama-3.1-8B,Estimate-First,25,5,High,HIGHER,2200
398,Llama-3.1-8B,Estimate-First,25,6,High,HIGHER,1800
399,Llama-3.1-8B,Estimate-First,25,7,High,HIGHER,1800
400,Llama-3.1-8B,Estimate-First,25,8,High,HIGHER,2200
1,DeepSeek-V3.1,Estimation-First,1,1,Low,HIGHER,10000
2,DeepSeek-V3.1,Estimation-First,1,2,Low,HIGHER,10000
