Trial_Id,Model,Experiment,Question_Num,Repeat_Num,Anchor_Type,Comparison,Estimate
675,Mistral-Large-3,Estimate-First,18,3,Low,HIGHER,150
676,Mistral-Large-3,Estimate-First,18,4,Low,HIGHER,150
677,Mistral-Large-3,Estimate-First,18,5,Low,HIGHER,150
678,Mistral-Large-3,Estimate-First,18,6,Low,HIGHER,150
679,Mistral-Large-3,Estimate-First,18,7,Low,HIGHER,150
680,Mistral-Large-3,Estimate-First,18,8,Low,HIGHER,150
681,Mistral-Large-3,Estimate-First,18,1,High,HIGHER,150
682,Mistral-Large-3,Estimate-First,18,2,High,HIGHER,150
683,Mistral-Large-3,Estimate-First,18,3,High,HIGHER,150
684,Mistral-Large-3,Estimate-First,18,4,High,HIGHER,150
685,Mistral-Large-3,Estimate-First,18,5,High,HIGHER,150
686,Mistral-Large-3,Estimate-First,18,6,High,HIGHER,150
687,Mistral-Large-3,Estimate-First,18,7,High,HIGHER,150
688,Mistral-Large-3,Estimate-First,18,8,High,HIGHER,150
689,Mistral-Large-3,Estimate-First,19,1,Low,LOWER,60000
690,Mistral-Large-3,Estimate-First,19,2,Low,LOWER,60000
691,Mistral-Large-3,Estimate-First,19,3,Low,LOWER,60000
692,Mistral-Large-3,Estimate-First,19,4,Low,LOWER,60000
693,Mistral-Large-3,Estimate-First,19,5,Low,LOWER,60000
694,Mistral-Large-3,Estimate-First,19,6,Low,LOWER,60000
695,Mistral-Large-3,Estimate-First,19,7,Low,LOWER,60000
696,Mistral-Large-3,Estimate-First,19,8,Low,LOWER,50000
697,Mistral-Large-3,Estimate-First,19,1,High,LOWER,200000
698,Mistral-Large-3,Estimate-First,19,2,High,LOWER,200000
699,Mistral-Large-3,Estimate-First,19,3,High,LOWER,200000
700,Mistral-Large-3,Estimate-First,19,4,High,LOWER,200000
701,Mistral-Large-3,Estimate-First,19,5,High,LOWER,250000
702,Mistral-Large-3,Estimate-First,19,6,High,LOWER,250000
703,Mistral-Large-3,Estimate-First,19,7,High,LOWER,250000
704,Mistral-Large-3,Estimate-First,19,8,High,LOWER,200000
705,Mistral-Large-3,Estimate-First,20,1,Low,HIGHER,1200
706,Mistral-Large-3,Estimate-First,20,2,Low,HIGHER,1200
707,Mistral-Large-3,Estimate-First,20,3,Low,HIGHER,1200
708,Mistral-Large-3,Estimate-First,20,4,Low,HIGHER,1200
709,Mistral-Large-3,Estimate-First,20,5,Low,HIGHER,1200
710,Mistral-Large-3,Estimate-First,20,6,Low,HIGHER,1200
711,Mistral-Large-3,Estimate-First,20,7,Low,HIGHER,1200
712,Mistral-Large-3,Estimate-First,20,8,Low,HIGHER,1200
713,Mistral-Large-3,Estimate-First,20,1,High,LOWER,1200
714,Mistral-Large-3,Estimate-First,20,2,High,LOWER,1200
715,Mistral-Large-3,Estimate-First,20,3,High,LOWER,1200
716,Mistral-Large-3,Estimate-First,20,4,High,LOWER,1200
717,Mistral-Large-3,Estimate-First,20,5,High,LOWER,1200
718,Mistral-Large-3,Estimate-First,20,6,High,LOWER,1200
719,Mistral-Large-3,Estimate-First,20,7,High,LOWER,1200
720,Mistral-Large-3,Estimate-First,20,8,High,LOWER,1200
721,Mistral-Large-3,Estimate-First,21,1,Low,HIGHER,1800
722,Mistral-Large-3,Estimate-First,21,2,Low,HIGHER,1800
723,Mistral-Large-3,Estimate-First,21,3,Low,HIGHER,1800
724,Mistral-Large-3,Estimate-First,21,4,Low,HIGHER,1800
725,Mistral-Large-3,Estimate-First,21,5,Low,HIGHER,1800
726,Mistral-Large-3,Estimate-First,21,6,Low,HIGHER,1800
727,Mistral-Large-3,Estimate-First,21,7,Low,HIGHER,1800
728,Mistral-Large-3,Estimate-First,21,8,Low,HIGHER,1800
729,Mistral-Large-3,Estimate-First,21,1,High,LOWER,1800
730,Mistral-Large-3,Estimate-First,21,2,High,LOWER,1800
731,Mistral-Large-3,Estimate-First,21,3,High,LOWER,1800
732,Mistral-Large-3,Estimate-First,21,4,High,LOWER,1800
733,Mistral-Large-3,Estimate-First,21,5,High,LOWER,1800
734,Mistral-Large-3,Estimate-First,21,6,High,LOWER,1800
735,Mistral-Large-3,Estimate-First,21,7,High,LOWER,1800
736,Mistral-Large-3,Estimate-First,21,8,High,LOWER,1800
737,Mistral-Large-3,Estimate-First,22,1,Low,HIGHER,3500
738,Mistral-Large-3,Estimate-First,22,2,Low,HIGHER,3500
739,Mistral-Large-3,Estimate-First,22,3,Low,HIGHER,3500
740,Mistral-Large-3,Estimate-First,22,4,Low,HIGHER,3500
741,Mistral-Large-3,Estimate-First,22,5,Low,HIGHER,3500
742,Mistral-Large-3,Estimate-First,22,6,Low,HIGHER,3500
743,Mistral-Large-3,Estimate-First,22,7,Low,HIGHER,3500
744,Mistral-Large-3,Estimate-First,22,8,Low,HIGHER,3500
745,Mistral-Large-3,Estimate-First,22,1,High,LOWER,3500
746,Mistral-Large-3,Estimate-First,22,2,High,LOWER,3500
747,Mistral-Large-3,Estimate-First,22,3,High,LOWER,3500
748,Mistral-Large-3,Estimate-First,22,4,High,LOWER,3500
749,Mistral-Large-3,Estimate-First,22,5,High,LOWER,3500
750,Mistral-Large-3,Estimate-First,22,6,High,LOWER,3500
751,Mistral-Large-3,Estimate-First,22,7,High,LOWER,3500
752,Mistral-Large-3,Estimate-First,22,8,High,LOWER,3500
753,Mistral-Large-3,Estimate-First,23,1,Low,HIGHER,300
754,Mistral-Large-3,Estimate-First,23,2,Low,HIGHER,300
755,Mistral-Large-3,Estimate-First,23,3,Low,HIGHER,300
756,Mistral-Large-3,Estimate-First,23,4,Low,HIGHER,300
757,Mistral-Large-3,Estimate-First,23,5,Low,HIGHER,300
758,Mistral-Large-3,Estimate-First,23,6,Low,HIGHER,300
759,Mistral-Large-3,Estimate-First,23,7,Low,HIGHER,300
760,Mistral-Large-3,Estimate-First,23,8,Low,HIGHER,300
761,Mistral-Large-3,Estimate-First,23,1,High,LOWER,450
762,Mistral-Large-3,Estimate-First,23,2,High,LOWER,450
763,Mistral-Large-3,Estimate-First,23,3,High,LOWER,450
764,Mistral-Large-3,Estimate-First,23,4,High,LOWER,450
765,Mistral-Large-3,Estimate-First,23,5,High,LOWER,450
766,Mistral-Large-3,Estimate-First,23,6,High,LOWER,450
767,Mistral-Large-3,Estimate-First,23,7,High,LOWER,450
768,Mistral-Large-3,Estimate-First,23,8,High,LOWER,450
769,Mistral-Large-3,Estimate-First,24,1,Low,HIGHER,45000
770,Mistral-Large-3,Estimate-First,24,2,Low,HIGHER,45000
771,Mistral-Large-3,Estimate-First,24,3,Low,HIGHER,45000
772,Mistral-Large-3,Estimate-First,24,4,Low,HIGHER,45000
773,Mistral-Large-3,Estimate-First,24,5,Low,HIGHER,45000
774,Mistral-Large-3,Estimate-First,24,6,Low,HIGHER,45000
775,Mistral-Large-3,Estimate-First,24,7,Low,HIGHER,45000
776,Mistral-Large-3,Estimate-First,24,8,Low,HIGHER,45000
777,Mistral-Large-3,Estimate-First,24,1,High,LOWER,45000
778,Mistral-Large-3,Estimate-First,24,2,High,LOWER,45000
779,Mistral-Large-3,Estimate-First,24,3,High,LOWER,45000
780,Mistral-Large-3,Estimate-First,24,4,High,LOWER,45000
781,Mistral-Large-3,Estimate-First,24,5,High,LOWER,45000
782,Mistral-Large-3,Estimate-First,24,6,High,LOWER,45000
783,Mistral-Large-3,Estimate-First,24,7,High,LOWER,45000
784,Mistral-Large-3,Estimate-First,24,8,High,LOWER,45000
785,Mistral-Large-3,Estimate-First,25,1,Low,HIGHER,1200
786,Mistral-Large-3,Estimate-First,25,2,Low,HIGHER,1200
787,Mistral-Large-3,Estimate-First,25,3,Low,HIGHER,1200
788,Mistral-Large-3,Estimate-First,25,4,Low,HIGHER,1200
789,Mistral-Large-3,Estimate-First,25,5,Low,HIGHER,1200
790,Mistral-Large-3,Estimate-First,25,6,Low,HIGHER,1200
791,Mistral-Large-3,Estimate-First,25,7,Low,HIGHER,1200
792,Mistral-Large-3,Estimate-First,25,8,Low,HIGHER,1200
793,Mistral-Large-3,Estimate-First,25,1,High,LOWER,1200
794,Mistral-Large-3,Estimate-First,25,2,High,LOWER,1200
795,Mistral-Large-3,Estimate-First,25,3,High,LOWER,1200
796,Mistral-Large-3,Estimate-First,25,4,High,LOWER,1200
797,Mistral-Large-3,Estimate-First,25,5,High,LOWER,1200
798,Mistral-Large-3,Estimate-First,25,6,High,LOWER,1200
799,Mistral-Large-3,Estimate-First,25,7,High,LOWER,1200
800,Mistral-Large-3,Estimate-First,25,8,High,LOWER,1200
