Model,Experiment,Question_Num,Anchoring_Effect
Llama-3.1-8B,Debias,20,0.4592973436161097
Llama-3.1-8B,Debias,21,0.0211400164100584
Llama-3.1-8B,Debias,22,1.0581039755351682
Llama-3.1-8B,Debias,23,1.1423785594639866
Llama-3.1-8B,Debias,24,0.0040080160320641
Llama-3.1-8B,Debias,25,1.1929824561403508
Mistral-Large-3,Debias,1,0.0
Mistral-Large-3,Debias,2,-1.845360824742268
Mistral-Large-3,Debias,3,0.2377622377622377
Mistral-Large-3,Debias,4,0.0
Mistral-Large-3,Debias,5,0.2222222222222222
Mistral-Large-3,Debias,6,0.0
Mistral-Large-3,Debias,7,0.026431718061674
Mistral-Large-3,Debias,8,-0.5
Mistral-Large-3,Debias,9,0.0
Mistral-Large-3,Debias,10,0.0
Mistral-Large-3,Debias,11,0.0952380952380952
Mistral-Large-3,Debias,12,-0.3333333333333333
Mistral-Large-3,Debias,13,0.9250457038391224
Mistral-Large-3,Debias,14,-0.4516129032258064
Mistral-Large-3,Debias,15,0.0
Mistral-Large-3,Debias,16,0.9787234042553192
Mistral-Large-3,Debias,17,-1.6363636363636365
Mistral-Large-3,Debias,18,0.0
Mistral-Large-3,Debias,19,1.3333333333333333
Mistral-Large-3,Debias,20,0.4
Mistral-Large-3,Debias,21,0.0
Mistral-Large-3,Debias,22,0.0
Mistral-Large-3,Debias,23,0.7956989247311828
Mistral-Large-3,Debias,24,0.0
Mistral-Large-3,Debias,25,0.0
DeepSeek-V3.1,Estimate-First,1,0.2617801047120419
DeepSeek-V3.1,Estimate-First,2,-0.3703703703703703
DeepSeek-V3.1,Estimate-First,3,0.1018518518518518
DeepSeek-V3.1,Estimate-First,4,0.0475984422327997
DeepSeek-V3.1,Estimate-First,5,0.180565127498277
DeepSeek-V3.1,Estimate-First,6,0.017094017094017
DeepSeek-V3.1,Estimate-First,7,0.0662768031189083
DeepSeek-V3.1,Estimate-First,8,-0.2691823899371069
DeepSeek-V3.1,Estimate-First,9,0.9903846153846154
DeepSeek-V3.1,Estimate-First,10,0.4584178498985801
DeepSeek-V3.1,Estimate-First,11,0.2071307300509338
DeepSeek-V3.1,Estimate-First,12,-0.0703933747412008
DeepSeek-V3.1,Estimate-First,13,0.774617067833698
DeepSeek-V3.1,Estimate-First,14,-0.3024390243902439
DeepSeek-V3.1,Estimate-First,15,0.1948543723679087
DeepSeek-V3.1,Estimate-First,16,0.2100238663484487
DeepSeek-V3.1,Estimate-First,17,0.3229166666666667
DeepSeek-V3.1,Estimate-First,18,0.0884955752212389
DeepSeek-V3.1,Estimate-First,19,-0.3733719247467438
DeepSeek-V3.1,Estimate-First,20,0.075187969924812
DeepSeek-V3.1,Estimate-First,21,-0.0727272727272727
DeepSeek-V3.1,Estimate-First,22,0.3888888888888889
DeepSeek-V3.1,Estimate-First,23,0.1408450704225352
DeepSeek-V3.1,Estimate-First,24,0.1052631578947368
DeepSeek-V3.1,Estimate-First,25,0.6989898989898989
Llama-3.1-8B,Estimate-First,1,-0.108433734939759
Llama-3.1-8B,Estimate-First,2,-0.4459845087647778
Llama-3.1-8B,Estimate-First,3,1.1864406779661016
Llama-3.1-8B,Estimate-First,4,0.213066509711595
Llama-3.1-8B,Estimate-First,5,0.927927927927928
Llama-3.1-8B,Estimate-First,6,0.25
Llama-3.1-8B,Estimate-First,7,0.2857142857142857
Llama-3.1-8B,Estimate-First,8,1.2323232323232325
Llama-3.1-8B,Estimate-First,9,1.2420346562325322
Llama-3.1-8B,Estimate-First,10,1.0208333333333333
Llama-3.1-8B,Estimate-First,11,0.8343313373253493
Llama-3.1-8B,Estimate-First,12,1.2193158953722334
Llama-3.1-8B,Estimate-First,13,0.631578947368421
Llama-3.1-8B,Estimate-First,14,1.3004926108374384
Llama-3.1-8B,Estimate-First,15,0.966818477553676
Llama-3.1-8B,Estimate-First,16,1.1342465753424658
Llama-3.1-8B,Estimate-First,17,0.4186046511627907
Llama-3.1-8B,Estimate-First,18,1.0597609561752988
Llama-3.1-8B,Estimate-First,19,1.248407643312102
Llama-3.1-8B,Estimate-First,20,1.0638297872340423
Llama-3.1-8B,Estimate-First,21,0.8211009174311926
Llama-3.1-8B,Estimate-First,22,1.291819291819292
Llama-3.1-8B,Estimate-First,23,1.0456852791878173
Llama-3.1-8B,Estimate-First,24,0.3058252427184466
Llama-3.1-8B,Estimate-First,25,1.1020408163265305
Mistral-Large-3,Estimate-First,1,0.445859872611465
Mistral-Large-3,Estimate-First,2,0.2222222222222222
Mistral-Large-3,Estimate-First,3,0.2222222222222222
Mistral-Large-3,Estimate-First,4,0.4444444444444444
Mistral-Large-3,Estimate-First,5,0.2222222222222222
Mistral-Large-3,Estimate-First,6,0.0
Mistral-Large-3,Estimate-First,7,0.0689655172413793
Mistral-Large-3,Estimate-First,8,-0.5
Mistral-Large-3,Estimate-First,9,0.5
Mistral-Large-3,Estimate-First,10,0.0
Mistral-Large-3,Estimate-First,11,1.1390134529147982
Mistral-Large-3,Estimate-First,12,-0.1818181818181818
Mistral-Large-3,Estimate-First,13,0.6666666666666666
Mistral-Large-3,Estimate-First,14,-0.4
Mistral-Large-3,Estimate-First,15,-0.484472049689441
Mistral-Large-3,Estimate-First,16,0.2222222222222222
Mistral-Large-3,Estimate-First,17,-0.5
Mistral-Large-3,Estimate-First,18,0.0
Mistral-Large-3,Estimate-First,19,1.1531531531531531
Mistral-Large-3,Estimate-First,20,0.0
Mistral-Large-3,Estimate-First,21,0.0
Mistral-Large-3,Estimate-First,22,0.0
Mistral-Large-3,Estimate-First,23,0.4
Mistral-Large-3,Estimate-First,24,0.0
Mistral-Large-3,Estimate-First,25,0.0
